Country_Code	Country	Pollutant_name	Format_name	Sector_code	Year	Emissions	Unit	Notation	VersionId	Parent_sector_code	Sector_name	Sector_label_EEA
BG	Bulgaria	As	NFR 2014-1	1A4ci	1991	0.065591	Mg		2	NATIONAL TOTAL	Agriculture/Forestry/Fishing: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1B2aiv	1991	0.0234447	Mg		2	NATIONAL TOTAL	Fugitive emissions oil: Refining / storage	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	2C1	1991	1.864735476	Mg		2	NATIONAL TOTAL	Iron and steel production	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3g	1991	9.3015e-09	Mg		2	NATIONAL TOTAL	Chemical products	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3i	1991	0.0	Mg		2	NATIONAL TOTAL	Other solvent use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2G	1991	0.0014597570246742	Mg		2	NATIONAL TOTAL	Other product use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	1A1a	1995	4.519863	Mg		2	NATIONAL TOTAL	Public electricity and heat production	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A1c	1995	0.019536	Mg		2	NATIONAL TOTAL	Manufacture of solid fuels and other energy industries	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A2a	1995	1.04563	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Iron and steel	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A2b	1995	8.149409	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Non-ferrous metals	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A2f	1995	0.607076	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Non-metallic minerals	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A1a	1996	4.43711	Mg		2	NATIONAL TOTAL	Public electricity and heat production	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A1c	1996	0.017942	Mg		2	NATIONAL TOTAL	Manufacture of solid fuels and other energy industries	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A2a	1996	0.985129	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Iron and steel	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A2b	1996	11.391601	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Non-ferrous metals	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A3bii	1997	5.24124766871867e-05	Mg		2	NATIONAL TOTAL	Road transport: Light duty vehicles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biii	1997	4.41953446006996e-05	Mg		2	NATIONAL TOTAL	Road transport: Heavy duty vehicles and buses	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biv	1997	1.01172720424159e-05	Mg		2	NATIONAL TOTAL	Road transport: Mopeds & motorcycles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bvi	1997	0.0051752885301707	Mg		2	NATIONAL TOTAL	Road transport: Automobile tyre and brake wear	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3di(ii)	1997	0.00036	Mg		2	NATIONAL TOTAL	International inland waterways	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A3dii	1997	8e-05	Mg		2	NATIONAL TOTAL	National navigation (shipping)	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A4ai	1997	0.044164	Mg		2	NATIONAL TOTAL	Commercial/institutional: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4bi	1997	0.07985000575	Mg		2	NATIONAL TOTAL	Residential: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4ci	1997	0.013756	Mg		2	NATIONAL TOTAL	Agriculture/Forestry/Fishing: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1B2aiv	1997	0.0304164	Mg		2	NATIONAL TOTAL	Fugitive emissions oil: Refining / storage	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A3bi	1998	0.0001808395791867	Mg		2	NATIONAL TOTAL	Road transport: Passenger cars	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bii	1998	6.76143932819945e-05	Mg		2	NATIONAL TOTAL	Road transport: Light duty vehicles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biii	1998	5.32494522036126e-05	Mg		2	NATIONAL TOTAL	Road transport: Heavy duty vehicles and buses	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biv	1998	1.25206652921721e-05	Mg		2	NATIONAL TOTAL	Road transport: Mopeds & motorcycles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bvi	1998	0.0064628946926852	Mg		2	NATIONAL TOTAL	Road transport: Automobile tyre and brake wear	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3di(ii)	1998	0.0028	Mg		2	NATIONAL TOTAL	International inland waterways	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A3dii	1998	0.00076	Mg		2	NATIONAL TOTAL	National navigation (shipping)	Non-road transport
